Повне найменування відокремленного підрозділу;Адреса відокремленного підрозділу;Дата та номер рішення про створення відокремленого підрозділу;ЄДРПОУ;Режим роботи;Платежі приймаються в Платіжній системі;Платежі виплачуються  в Платіжній системі
ВІДДІЛЕННЯ №1700060;75600, Херсонська обл., м.Гола Пристань, вул.1-го Травня, 296-А;№ 369/06/05 від 03.06.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700061;49051, Дніпропетровська обл., м.Дніпро, Індустріальний р-н., вул.Калинова, 8;№ 369/06/05 від 03.06.2020;;09:00-18:00, СБ 09:00-14:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700062;79024, Львівська обл., місто Львів, Шевченківський район, ВУЛИЦЯ ПРОМИСЛОВА, будинок 50/52;№ 383/06/05 від 16.06.2020;43450443;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700063;61054, Харківська обл., місто Харків, Московський район, ВУЛИЦЯ АКАДЕМІКА ПАВЛОВА, будинок 120-А;№ 383/06/05 від 16.06.2020;43450455;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1700064;49130, Дніпропетровська обл., м.Дніпро, Індустріальний р-н., вул.Генерала Захарченка, 1;№ 631/10/05 від 19.10.2020;;09:00-18:00, СБ 09:00-14:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890001;49000, Дніпропетровська обл., місто Дніпро, Шевченківський район, ВУЛИЦЯ ГЛИНКИ, будинок 2;№ 470/07/05 від 27.07.2020;;ПН-НД 10:00-20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890002;49000, Дніпропетровська обл., місто Дніпро, Шевченківський район, ПРОСПЕКТ ДМИТРА ЯВОРНИЦЬКОГО, будинок 52-А;№ 470/07/05 від 27.07.2020;;ПН-НД 10:00-20:00; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890003;04076, м.Київ, Оболонський р-н, проспект Степана Бандери, 23;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890004;49055, Дніпропетровська обл., м.Дніпро, Чечелівський р-н, вул.Титова, 36;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890005;65012, Одеська обл., м.Одеса, Приморський р-н., вул.Пантелеймонівська, 110;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890006;61058, Харківська обл., м.Харків, Шевченківський р-н., вул.Сумська, 39;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890007;79005, Львівська обл., м.Львів, Галицький р-н., проспект Свободи, 1/3;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890008;69019, Запорізька обл., м.Запоріжжя, Дніпровський р-н., проспект Соборний, 218;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890009;36000, Полтавська обл., м.Полтава, Шевченківський р-н., вул.Європейська, 24/42;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890010;40000, Сумська обл., м.Суми, Покровська площа, 10;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890011;29013, Хмельницька обл., м.Хмельницький, вул.Проскурівська, 2;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890012;84301, Донецька обл., м.Краматорськ, вул.Паркова, 18;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890013;01133, м.Київ, Печерський р-н., бульвар Лесі Українки, 24;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890014;01001, м.Київ, Шевченківський р-н., вул.Хрещатик, 21, приміщення 125-125-А;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890015;49005, Дніпропетровська обл., м.Дніпро, Соборний р-н., проспект Гагаріна, 8-А;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890016;65111, Одеська обл., м.Одеса, Суворовський р-н., проспект Добровольського, 114;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890017;65045, Одеська обл., м.Одеса, Приморський р-н., вул.Преображенська, 34;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890018;65074, Одеська обл., м.Одеса, Малиновський р-н., вул.Академіка Філатова, 41/1;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890019;61003, Харківська обл., м.Харків, Шевченківський р-н., майдан Конституції, 1;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890020;50084, Дніпропетровська обл., м.Кривий Ріг, Саксаганський р-н., проспект 200-річчя Кривого Рогу, 14-А;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890021;50006, Дніпропетровська обл., м.Кривий Ріг, Металургійний р-н., вул.Соборності, 4-А;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890022;53213, Дніпропетровська обл., м.Нікополь, проспект Трубників, 14;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890023;51933, Дніпропетровська обл., м.Кам`янське, Заводський р-н., проспект Свободи, 51;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890024;50027, Дніпропетровська обл., м.Кривий Ріг, Металургійний р-н., проспект Металургів, 42-А;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890025;50002, Дніпропетровська обл., м.Кривий Ріг, Центрально-Міський р-н., вул.Лермонтова, 37;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890026;76003, Івано-Франківська обл., м.Івано-Франківськ, вул.Івана Миколайчука, 2;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890027;65074, Одеська обл., м.Одеса, Малиновський р-н.,  вул.Академіка Філатова, 84/2, приміщення 5;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890028;78200, Івано-Франківська обл., м.Коломия, площа Тараса Шевченка, 2;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890029;87514, Донецька обл., м.Маріуполь, Центральний р-н., Запорізьке Шосе, 2;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890030;87555, Донецька обл., м.Маріуполь, Центральний р-н., проспект Миру, 75-Б;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890031;61120, Харківська обл., м.Харків,  Московський р-н., проспект Тракторобудівників, 59/56;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890032;68002, Одеська обл., м.Чорноморськ, вул.Першого Травня, 5/178-Н;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890033;51700, Дніпропетровська обл., м.Вільногірськ, вул.Центральна, 55/57;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890034;52204, Дніпропетровська обл., м.Жовті Води, вул.Кропоткіна, 35-Б;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890035;85001, Донецька обл., м.Добропілля,, мкр-н Сонячний, 30-А;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890036;64309, Харківська обл., м.Ізюм, вул.Соборна, 43;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890037;16600, Чернігівська обл., м.Ніжин, вул.Гоголя, 2-А, приміщення 34;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890038;37000, Полтавська обл., Пирятинський р-н., м.Пирятин, вул.Соборна, 17;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890039;20301, Черкаська обл., м.Умань, вул.Небесної Сотні, 7, приміщення 2;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890040;78405, Івано-Франківська обл., Надвірнянський р-н., м.Надвірна, вул.Чорновола, 4;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890041;82100, Львівська обл., м.Дрогобич, площа Ринок, 21;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890042;34403, Рівненська обл., м.Вараш, Майдан Незалежності, 10;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890043;33028, Рівненська обл., м.Рівне, вул.Короленка, 1;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890044;53408, Дніпропетровська обл., м.Марганець, вул.Лермонтова, 25-А;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890045;37500, Полтавська обл., м.Лубни, проспект Володимирський, 42/1;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890046;35603, Рівненська обл., м.Дубно, вул.Данила Галицького, 3;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890047;30411,Хмельницька обл., м.Шепетівка, проспект Миру, 30;№ 630/10/05 від 19.10.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890048;84205, Донецька обл., м.Дружківка, вул.Соборна, 11;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890049;63460, Харківська обл., Зміївський р-н, смт.Слобожанське, вул.Ціолковського, 15/ вул.Закори, 14;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890050;87505, Вінницька обл., м.Жмеринка, вул.Пушкіна, 5;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890051;49100, Дніпропетровська обл., м.Дніпро, Соборний р-н,  проспект Героїв, 3;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890052;49107, Дніпропетровська обл., м.Дніпро, Шевченківський р-н, бульвар Зоряний, 1-А;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890053;09107, Київська обл., м.Біла Церква, вул.Ярослава Мудрого, 40;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890054;29019 , Хмельницька обл., м.Хмельницький, вул.Степана Бандери, 2-А;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890055;49051, Дніпропетровська обл., м.Дніпро, Індустріальний р-н, вул.Калинова, 9-А;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890056;73008, Херсонська обл., м.Херсон, Дніпровський р-н, вул.Залаегерсег, 18;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890057;49010, Дніпропетровська обл., м.Дніпро, Соборний р-н, вул.Кюрі Марії, 5;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890058;69002, Запорізька обл., м.Запоріжжя, Олександрівський р-н,  проспект Соборний, 83-85/ вул.Поштова, 88-90, 90-А;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890059;04208, м.Київ, Подільський р-н, проспект Правди, 47;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890060;39600, Полтавська обл., м.Кременчук, Автозаводський р-н,  вул.Небесної Сотні, 3-А;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1890061;02121, м.Київ, Дарницький р-н., проспект Миколи Бажана, 3-В;№ 677/11/05 від 05.11.2020;;ТИМЧАСОВО НЕ ПРАЦЮЄ; ВПС ЕЛЕКТРУМ, ВПС FLASHPAY; ВПС ЕЛЕКТРУМ
